Pair,Distance,CADF p-value,ADF p-value,Spread SD,Pearson r,Num zero-crossings,Hurst Exponent,Half-life of mean reversion,% days within historical 2-SD band
WTRG-APO,1.726002748798086,0.1634713579343457,0.04786551364901693,0.0553237305641277,0.7016554487966178,0,0.3307013639637663,9.23270603019061,6.299212598425196
WTRG-ITT,1.9419206560443958,0.7722959653513546,0.2506628445737634,0.0524493606243901,0.16141157252843275,0,0.42435595252298597,13.890872457492375,13.385826771653544
WTRG-FR,0.5495552400190619,0.15735422401030053,0.042440689447727324,0.0415500228692597,0.6989979253998683,4,0.37665591263833265,14.267641099579185,99.21259842519686
WTRG-KBR,0.8674615837745301,0.6950637133226155,0.470330008623418,0.0578018377023379,0.33848257968035683,6,0.4184840939914033,18.390669063425513,83.46456692913385
WTRG-SIGI,1.8102113462576443,0.6932225752369273,0.9368210817439502,0.0447386145725142,-0.437967400598993,0,0.7050396561458652,236.1243246246991,22.83464566929134
WTRG-MLHR,0.8333526160458904,0.7193038758919612,0.6167747037677299,0.0620371210797404,0.1709760783182746,6,0.47209184061946136,19.374085857926808,92.91338582677166
WTRG-SC,1.4757726184986404,0.349699090968137,0.8760562963239378,0.0548744201852989,-0.44667009608884933,0,0.5917675420337453,51.03559426053932,33.85826771653544
WTRG-AWI,1.176765201984067,0.46981184548734617,0.718079505044017,0.0427846095553934,-0.32969499715973044,0,0.5226041377421036,22.898775914917252,30.708661417322837
WTRG-AIN,1.6988515936576445,0.9236301472568671,0.6583180350389124,0.0486979039920025,0.08923480053383824,0,0.4654825618491674,20.86338705883394,16.535433070866144
WTRG-IVR,1.8466910514406634,0.8175965604400671,0.4818853563754846,0.0477971740590726,0.11434347545921425,0,0.6221967192605586,19.27092016547899,17.322834645669293
WTRG-PKI,2.315770577498961,0.956656814218303,0.2132113471956003,0.0452136769302917,-0.19067718428384794,0,0.5642537319903909,16.42852237204876,2.3622047244094486
ARES-WTRG,1.3204250393958847,0.5917082536216122,0.3399565767994055,0.1120914898793237,0.41395360572228057,6,0.4233923705761441,19.956344166910995,100.0
ARES-ATR,2.461218194223632,0.7644896212840278,0.8343363628908816,0.0886523595010995,-0.6384992805397752,0,0.6096914972958595,54.67835806426425,62.20472440944882
ARES-ORI,2.11011007643436,0.9743366580638508,0.9221026250884217,0.0770476731673973,0.18103995300181616,6,0.6020074685617878,108.81158031973627,43.30708661417323
ARES-NYT,3.1273841059454397,0.93806702454228,0.7673893575437059,0.0729169726068389,0.24112360658980078,0,0.6091497914790259,34.67559052947403,7.086614173228346
ARES-PFGC,1.8944261501033632,0.5226349639382961,0.5184577695063274,0.0962264902041744,0.6852706728962988,0,0.4978604167775831,16.08230458959373,66.14173228346458
ARES-DECK,2.823330572013465,0.8561384920647468,0.6274972972169085,0.0861875060369477,0.33440908661589663,0,0.5480005028344799,24.703411144669314,25.984251968503933
ARES-TMX,3.5554391357425685,0.21888471816582428,0.9179292200533826,0.0778697463346969,-0.8202455735388585,0,0.6509566374303501,-253.0167342842621,52.75590551181102
ARES-WTS,1.5330354271172835,0.00814275627771993,0.7298214180921312,0.0845524664679513,0.8927382661984264,0,0.47749999600931,14.17004236876852,70.07874015748031
ARES-FLO,3.035647217262017,0.7474907828430013,0.8834614226474503,0.1007195720646469,-0.5806606191640913,0,0.568998613696591,72.89401885078138,47.24409448818898
ARES-HE,1.5049453769921308,0.6183860762700958,0.49287160641001276,0.0949724536759559,0.36099622298617456,4,0.5125305111196964,29.277002592916865,70.07874015748031
ARES-ABG,1.0258331607729136,0.8616659405470916,0.41702709646863667,0.0918884170848335,0.8084559918760883,7,0.4801222905176963,9.681577253836462,98.4251968503937
ARES-AWR,1.6686570758634607,0.9653484355971292,0.9123231567577323,0.0893142973002114,0.1259828059036178,6,0.5282107297377889,93.68471764330323,70.07874015748031
ARES-EGHT,3.812170147390072,0.7384064666779029,0.9715598057458606,0.0930119051408552,-0.5643388143779549,0,0.7094877610507918,-311.8120424568033,33.07086614173229
ARES-AWI,1.7517862968180444,0.6499461538315624,0.889909671783949,0.0696003593170961,-0.35053285707216086,7,0.515889686212143,68.41654749908696,61.417322834645674
ARES-KAR,2.660571060207092,0.36085167670591933,0.9610529513993581,0.0913165448745554,-0.6600753479889994,0,0.574067306180567,108.12832338619862,68.50393700787401
ARES-WIRE,3.2715165575898557,0.7455092539196145,0.6711398685386956,0.0951210719136129,0.5104940953642246,0,0.5211913588520105,21.70574067148337,16.535433070866144
TPR-TVTY,2.7549814221096507,0.47458153399184894,0.013097059007298835,0.107375397070086,-0.12596918828947845,2,0.57434947391898,14.385240711828873,53.54330708661418
LPLA-BRO,3.1019233809848146,0.5520762470086615,0.16935873703831306,0.0896104065133261,0.6359660099147753,0,0.3576578317722549,11.01011609936858,12.598425196850393
LPLA-ORI,1.9079903742292104,0.8880259781404984,0.5583248849868425,0.1592943660869619,0.22400295976003698,4,0.5442231533273418,21.719670608122453,88.9763779527559
LPLA-FLO,1.5578603524487595,0.34894742908870474,0.8063475253443395,0.1974947606716955,-0.3810969406431667,7,0.5743898094567851,45.749520921481654,100.0
LPLA-THG,1.4030650863417293,0.447468236516889,0.18063442731046003,0.1023590710645788,0.45231035664352676,6,0.36270928850108247,20.861154534385616,86.61417322834646
LPLA-ALE,1.703523276644422,0.3612591479683236,0.8563493353956835,0.1642954245039494,-0.667104086273565,4,0.6095011166082772,103.77897624396284,100.0
LPLA-HXL,1.967712191588693,0.8519085319985178,0.9523654444645595,0.0906444649139194,-0.20176562723837915,7,0.6499271747082134,584.7286673264557,66.14173228346458
LPLA-TRS,1.8973742607199053,0.21921639705539586,0.1833284818446031,0.1230872166003402,0.7391958443298244,0,0.3896577232673361,8.17421034930542,91.33858267716536
LPLA-FIX,3.976970413727271,0.5243467567939395,0.24752586353738154,0.1538604879589175,0.7764216611877196,0,0.39029146167392287,11.826657260069101,43.30708661417323
LPLA-WRLD,3.4854187868559814,0.6241246492402054,0.9190934285932755,0.1154819039935597,-0.5598452982080425,3,0.5198701663478369,157.16807546916394,67.71653543307087
LPLA-CVI,1.2740736146195055,0.9700670165879567,0.954055765290303,0.0949758920801941,0.21701820279409015,9,0.5921883768756449,822.5161322362987,84.25196850393701
BAH-STWD,1.1911301230742124,0.07518455206864189,0.7766205636788082,0.0753576956160308,0.2923749966940255,1,0.4783483015166774,37.51434076342584,81.88976377952756
RHI-CBSH,1.7519488180525757,0.543132382075694,0.7640665887739821,0.0657199006115649,0.7139322589544927,12,0.5468479856692553,38.772914570999504,51.181102362204726
RHI-INDB,1.0098531098941406,0.5411898946009647,0.6332614981700045,0.0705026213971301,0.7625519394361105,8,0.5813741988489013,26.37075254473046,80.31496062992126
BLDR-PCH,2.952154537065339,0.38573816442436754,0.28555371687635006,0.0959711023964307,0.8336942010489448,0,0.5214789488706066,14.729055373373408,24.409448818897637
RPM-HELE,0.7738416532386492,0.15745224362780208,0.1065513246364444,0.0526592306120168,0.7756443874110871,2,0.5557297715410963,13.912802674031035,85.8267716535433
IVZ-MHK,1.035211162973781,0.20164983851711027,0.07066713479180184,0.0582823566871262,0.8119518574263095,4,0.33351397857440357,6.315425293129159,76.37795275590551
EWBC-STLD,0.5890108378378233,0.053359005598122324,0.03120550081327061,0.0734385848083537,0.8821154849593196,15,0.3498672305348949,5.549900796593819,100.0
CMA-HII,2.594099541703106,0.06697396493859004,0.5687928482446076,0.1039275468967185,0.8465553554779371,0,0.5871658526038805,20.079208259301183,59.84251968503938
CMA-PLXS,5.12935183734914,0.3179892467389567,0.7811379371806793,0.1110084452618795,0.5924184220114508,0,0.6835302042955071,53.781483234507895,29.133858267716533
AIZ-RBC,3.1348779447273283,0.45600999324174696,0.12787026493917514,0.0474136632594666,0.1534099055194408,0,0.5736332912729104,16.827888682386245,0.0
AIZ-NSIT,2.27990235182862,0.24247986087723788,0.09355944056207305,0.0496853109253829,0.4826973725853447,0,0.6066931451452684,14.25412491975579,12.598425196850393
AIZ-NXGN,3.252258402118017,0.8213584031021142,0.14354116348576856,0.0495209347693875,-0.3716674933898816,0,0.7053803083117849,18.276083146738106,10.236220472440944
BG-DY,0.7632366274378997,0.012406587696256988,0.012140533496671737,0.0796374627594041,0.43440973405366856,3,0.27613064524407727,4.336211555831974,100.0
SCI-SIGI,0.5116404933331742,0.26691482167284497,0.8922126434620191,0.0477244301010901,0.722060848530787,13,0.5188177682507309,55.93748243805625,96.8503937007874
DVN-CMP,3.9654182591017637,0.38221307742734056,0.37135991620505393,0.0964750122762159,0.07657711346372591,0,0.6491368036677662,17.93924522605191,10.236220472440944
AFG-CIT,1.671326330180226,0.8570887975596908,0.1509280026378399,0.0471339161412619,0.2228482270262459,7,0.5396551250814371,13.67555575714413,20.47244094488189
NWL-LC,2.9247654025995473,0.42630567943343295,0.5674379621564979,0.1880091425536596,-0.5672172797233325,3,0.591379681641043,26.80761128245175,88.9763779527559
UGI-HELE,2.5833038126585035,0.3426651178497879,0.5404497084572072,0.0462940208570893,-0.6456031719576074,0,0.6768387287789703,26.943405625467882,6.299212598425196
UGI-IRDM,1.5706564323690408,0.6083294366275291,0.4590774146208144,0.0435932342149697,-0.10410437448930218,0,0.57114342075925,20.344111295656468,31.496062992125985
UGI-RETA,2.41084230267201,0.180594676377267,0.8458428160280329,0.0440212902997636,-0.7180516777414921,0,0.7313124004699773,87.09401321391641,30.708661417322837
UGI-REGI,1.0001510705179788,0.3463007014805862,0.9278461375478658,0.0415127041685388,-0.45394398160194727,5,0.6198700315026596,153.51609075867563,72.44094488188976
CG-WERN,2.1048589534079603,0.8088750203001591,0.8329841757304027,0.0696550750142725,0.8619944404970881,0,0.39496941131818,31.933157845821917,33.07086614173229
CG-KALU,3.242334171917246,0.09945514548008932,0.019374419597422116,0.0872014889902315,0.9203511755321585,0,0.24910040225375404,5.082734907105601,0.0
NCLH-LECO,0.5877559927261472,0.16673634765031653,0.09190329241902412,0.0683247235482989,0.7597751052359293,9,0.5298907145101337,8.320015065515562,100.0
NCLH-JBL,2.562096935221238,0.5195789647633481,0.624789799527757,0.0738593586891693,0.6120726828103553,0,0.5929199584216205,39.250188945244155,33.07086614173229
NCLH-MTZ,2.3240717742438624,0.8404121113895976,0.15188895696614768,0.0812930870994866,0.36102727073295393,0,0.4691016373441136,14.916978094662113,33.07086614173229
NCLH-TKR,1.186669896369708,0.6543638008641237,0.6664866208408218,0.0647366558799318,0.6626020149499483,6,0.604524878024537,30.148577137144592,70.86614173228347
NCLH-ESNT,1.7856712924234643,0.6679154937192839,0.42057466114028397,0.0702984417099212,0.7016611719197098,0,0.40056999071688704,10.846010378582994,29.92125984251969
NCLH-RUSHA,0.4949138471120301,0.24247921670743572,0.06263439242417586,0.069660768125302,0.7480242623379025,10,0.4731449613253183,9.118551153241976,100.0
NCLH-MTOR,0.7570625687302291,0.9124161509452071,0.8058910400213033,0.0713197381872742,0.41428574271708934,3,0.5344783489572427,39.573047179411574,98.4251968503937
LSI-FCN,0.37380079867998245,0.36609037483007884,0.277921078721452,0.0503357349665566,0.7355358276359837,10,0.38984812091561805,6.435255377404134,100.0
RS-VOYA,2.2923319553250554,0.6171265807742796,0.6570224822700818,0.0540298268170666,0.6199192250335845,0,0.6037096217991776,30.12662362053412,13.385826771653544
RS-FLO,2.1919429152247543,0.2224954146753968,0.8460752148625894,0.0615366971637706,-0.7849026765087821,6,0.6191788500436668,67.36025884812038,55.90551181102362
RS-ABG,0.6146383487906495,0.05257200153792669,0.07980749835839768,0.0505784520025115,0.9196235472417819,9,0.4103683248991972,6.174725194842621,94.48818897637796
RS-IOSP,1.383810848401811,0.3735544572800922,0.49082126843522617,0.0603088787101327,0.7358632508399326,1,0.6581951018230744,19.468652006039143,63.77952755905512
ON-ST,0.9683845960449637,0.6884823399799815,0.44451355738363313,0.0958698017462978,0.7792149527973965,7,0.43573684324215184,16.001714019644112,100.0
ON-WERN,2.43528314259863,0.8334188176816526,0.3761842519903482,0.1049666064807072,0.5612537128488843,2,0.6078987811853394,16.63841573567404,51.181102362204726
ON-KALU,1.0624950636119577,0.18519025490238605,0.45011786305949947,0.1515454908765579,0.8119785152645875,7,0.4818557781480904,18.200517461692773,100.0
ZION-HII,0.9497164905302126,0.304463863453832,0.10099897765360122,0.1010090845488993,0.8906069808737487,8,0.4611429416727965,9.760541422407446,100.0
ZION-MDU,2.44714002675492,0.2513552353253933,0.14464527845357872,0.1261462014962088,0.7733670191388697,1,0.6204664212714036,8.866339493920346,70.07874015748031
ZION-WERN,2.09819784649632,0.40834359073341014,0.05762228910787196,0.0910413251796056,0.7744293785487913,0,0.6366493076028407,13.854277143680887,47.24409448818898
ZION-PLXS,3.0857574145797333,0.32316891087763044,0.8004459489104683,0.0963777931507504,0.9269190739023495,2,0.6526223613595555,27.246789247455805,47.24409448818898
FRT-PACB,0.645828027259961,0.3868060908968338,0.2251787941246795,0.0477439742770609,-0.37634030383132666,3,0.4638451841143268,11.829720713853954,93.7007874015748
ST-FSLR,0.9443726941084273,0.5212283147363655,0.826255445242917,0.0772277885881105,-0.5854293642297219,5,0.5484491608594112,104.05218922110859,100.0
ST-HII,0.5176425181120443,0.3310213855002889,0.17577162175544914,0.0572273831571241,0.7336638502514015,8,0.37923343883945876,16.639072297488916,100.0
ST-FAF,1.2500132285374064,0.40173674999502246,0.4864770961947908,0.0545476395968216,0.6621196132286146,2,0.40422131952778473,22.12147200835164,64.56692913385827
ST-RXN,0.5941032193768475,0.7645409327557963,0.5589349518210964,0.0559510155345202,0.7682483556786887,6,0.5204840181948072,16.195281156752277,100.0
ST-LPX,0.42858986182909264,0.305385000644328,0.1557837645156545,0.0537795855653848,0.8528949826709168,16,0.3597609353795938,8.1211553531643,100.0
ST-RYN,0.8790237992320815,0.4040159155913482,0.16782223462914025,0.0598792159934405,0.7393485438851234,4,0.38280362873816054,8.742919999605604,88.18897637795276
ST-MC,1.2692250465613666,0.924307156625721,0.8625751699185162,0.0483260567670912,0.2206118316777527,4,0.47806801873003807,58.90567414395694,42.51968503937008
ST-KBH,1.1021531763327146,0.4412021549032359,0.13775209889343693,0.0580039335838648,0.7445008971476422,0,0.34821636495355623,8.770225624948038,71.65354330708661
ST-WERN,0.8919681961140024,0.22731830486826682,0.13228023792951427,0.0410443546243865,0.8643439825639443,0,0.3859249576728876,7.957731833974311,59.84251968503938
ST-TRN,1.4060911727063818,0.508772852156761,0.19238071586122923,0.0554730225400443,0.8150514661966481,0,0.4523086843679898,9.25148328250865,40.94488188976378
ST-MYGN,1.3177965817663437,0.8991077324618717,0.4615158048291953,0.0828654265664741,-0.15598718550963966,2,0.4648836854785104,14.428898276547526,81.88976377952756
ST-FBC,0.8727591114203901,0.5674507682946016,0.2559447925193006,0.0603757180760215,0.6096271583993415,7,0.4155490878190124,14.778945855622652,83.46456692913385
ST-KALU,0.33874176715311755,0.19111057048418545,0.07883655017843527,0.0556688148980622,0.9015010846106759,9,0.31259256256038087,6.572812811348183,100.0
ST-PEB,1.9855557258878014,0.937212261163953,0.8152347853129089,0.0539211753383605,0.047893095230297646,0,0.5743952712441777,49.265371255975715,24.409448818897637
ST-HEES,0.36058948397494356,0.3869675018086989,0.3002144769053646,0.0471045594446834,0.8887147590667445,14,0.38810011880899764,10.03235886032448,100.0
DXC-HUN,6.832224778556666,0.5142062976739545,0.4093774962414273,0.0785927405206536,-0.4242666305377186,2,0.6916544964624647,33.94469504238394,21.25984251968504
DXC-CATY,7.045736370883769,0.6502187396155681,0.46408227988414935,0.1108386923979589,0.16228559630799455,0,0.6390056836050156,26.691035793948757,22.04724409448819
MRO-MUR,1.8048907710573492,0.2548517291958591,0.7820980303569829,0.0831039189053239,0.518325931532927,7,0.463114618439625,36.30868205619146,70.86614173228347
MRO-BKE,5.016227895256181,0.20009939273090094,0.24786448157324337,0.1102194238375886,-0.0999924388973555,0,0.5445549954135014,14.782815358485552,6.299212598425196
FHN-ACCO,0.8044189874692358,0.22326463555860682,0.10968365702640281,0.0688280504971475,0.5155094205130213,6,0.40049875546233266,6.880798675966547,94.48818897637796
ARW-NCLH,0.6621746754809307,0.5184828917619453,0.5725577774676106,0.0486666209690568,0.7571402131012793,5,0.4688082948471332,32.53699441189971,96.8503937007874
ARW-TOL,0.7054598308629596,0.7097155678220479,0.8905496972301521,0.0511990444811517,0.7995072408461078,3,0.42316529143023324,44.170161072978516,95.2755905511811
ARW-OLN,1.680168336155873,0.9503747750692642,0.9285935494895892,0.0562392996069175,-0.132219904568527,4,0.6856094428324894,193.8758524642066,48.031496062992126
ARW-CC,1.5175114807981505,0.9097546628508829,0.8545476155924179,0.0459594688238433,0.4135910438207361,6,0.6204996357110608,70.82374035174847,36.22047244094488
ARW-HUN,0.6781948155835457,0.21241182945849602,0.6376453844787224,0.0472726889736541,0.9004466120075052,11,0.4773320730319491,82.28944004233344,83.46456692913385
ARW-TEX,1.1370866779949491,0.9401214975805815,0.8559091202678621,0.0459334081282635,0.4438789533106559,6,0.6660437708594511,71.39989765891619,50.39370078740157
ARW-SHO,0.7346168788545863,0.012659518589804878,0.8022383304665507,0.0481961136879977,0.8784703891722382,9,0.48546826228495565,43.881929038218445,82.67716535433071
ARW-BDN,0.585503149326466,0.002257444417544485,0.6376695558040717,0.0591111115205214,0.8937716529348395,10,0.4461815157219805,21.858903275952585,97.63779527559055
ARW-RUSHA,0.5590527521746664,0.19542793196028135,0.7435670056532082,0.043147907802637,0.9367962991636352,11,0.41706963481321613,27.74000681598071,88.9763779527559
FSLR-FAF,2.456828753263542,0.04427459918919504,0.48285799164359633,0.1181161778032862,-0.8409716463694081,3,0.6963990103815679,31.643207128819824,64.56692913385827
DCI-IDA,1.023945695205243,0.956983496751222,0.7533946290315564,0.070306795176038,0.06371935162474564,3,0.4605311477882348,30.839803006429687,92.1259842519685
DCI-ALSN,0.6854813712695198,0.5580446777202851,0.8196836502923999,0.0464502092465218,0.7391008329219849,8,0.49091899962543173,30.232545717869943,85.03937007874016
DCI-NJR,1.2765761517755776,0.7092271703676558,0.8027067705788826,0.071065698487991,-0.5612292042733624,5,0.6289839007896226,67.66697792168269,70.07874015748031
DCI-FIX,1.1529320276318247,0.7870631428647388,0.40410287374422943,0.062946886107653,0.6010212083170023,2,0.4666342159802406,15.086040350594912,79.52755905511812
LECO-CVBF,0.7774572463093692,0.05211293923540953,0.4566992582697411,0.05538361592841,0.8097652420473567,8,0.4650309740424914,13.43877274165634,93.7007874015748
LECO-SHO,1.2953215082366378,0.02197559406066005,0.07514751218759248,0.0517049066368861,0.828901220948044,0,0.5183404974187948,6.710766084607693,44.881889763779526
