Pair,Distance,CADF p-value,ADF p-value,Spread SD,Pearson r,Num zero-crossings,Hurst Exponent,Half-life of mean reversion,% days within historical 2-SD band,Hedge ratio
WAL-MGLN,2.581455303527694,0.0040725945534257745,0.000749179530988354,0.0941986418867275,0.8210847946112796,82,0.49874332871480104,21.88578487667812,95.2127659574468,0.7095413375560584
WAL-WSFS,1.3345890328939243,0.0012054776255375653,0.00019568697858180766,0.0486998454723313,0.95546586053131,76,0.38798742627767036,13.157716602368643,96.4095744680851,1.3126993252646124
RDN-DEI,3.3344963024570506,0.006373219848833062,0.001241476026913548,0.121677498207514,0.7129464876582067,55,0.47899947762904344,21.936314542853726,92.68617021276596,2.170311833610079
RDN-LAMR,2.9773465421679686,0.006282352682336305,0.0012041897947187368,0.1086449183586873,0.7797326159895087,41,0.49844503778525495,20.548944381228726,93.4840425531915,1.243073565190592
HE-ESE,1.4727434498696592,0.0011452262978505654,0.00018287930114648342,0.0537411717474687,0.887153130729845,42,0.436900189333527,18.33263716799007,95.61170212765957,0.7368140928029603
ARMK-MDRX,1.7859620972178023,0.003814218050019513,0.0006944345514398264,0.0651706825174104,0.7758204859619714,57,0.37837200185974507,16.443421776781133,93.4840425531915,0.6388892373110782
STL-VMI,2.095263757159781,0.009444432540275622,0.0019406079762504197,0.0764572603868893,0.8187655834781111,67,0.4584040938723702,22.812132505341676,94.41489361702128,1.1337756101659917
STL-MGLN,2.275593764661956,0.003933466012698557,0.0007168539910634275,0.0830375958181923,0.7817909714203218,53,0.4819775234328657,21.593674511190486,93.4840425531915,0.545173130955839
STL-WBT,2.4438936084661806,0.009714851068818954,0.002000008895498578,0.0891789443414232,0.7426706840835676,41,0.479285004045193,24.378071493636092,93.61702127659575,0.6076050191317584
NFG-EPR,1.1300635682066458,0.008303113235653893,0.0016785559078127063,0.0412366052688439,0.6761348266694239,44,0.32586046057525214,16.991635589348117,97.3404255319149,0.3675930859959715
NFG-PDM,1.1564421127271889,0.008193184344336612,0.0016539909903676277,0.0421991720293019,0.6569017618824917,44,0.3331263316363457,16.6923925184962,97.73936170212765,0.6428122687694007
NFG-CSR,1.1901217377949074,0.007233536777976584,0.001436441680696491,0.043428159002773,0.6308133720727133,56,0.3837957743282793,16.493397358975717,96.80851063829788,0.5084872997445504
NFG-LRN,1.1387703952082744,0.0064724145469007835,0.0012689334365026132,0.0415543218985199,0.6698964018589629,43,0.312344181940098,15.618171738502635,96.80851063829788,0.1340544160331176
AL-HII,1.836571628829566,0.0010936637047513841,0.00017548336415045657,0.0670174505547406,0.9024354804271234,51,0.4205983063701308,15.234440147437182,96.27659574468085,1.0177852597025014
AL-CATY,1.458661163823679,0.0027183785631722207,0.0004807690056244851,0.0532273018313872,0.9396364735534894,72,0.3641899778220182,13.906460537731759,92.68617021276596,1.2294146433812445
UMPQ-XPO,1.3331795597341622,0.0021140398361717944,0.00036347754430120655,0.0486484130662602,0.9405455666436368,63,0.34467569595769343,14.080507903426847,95.87765957446808,0.3479661267705053
UMPQ-WLK,1.3864729177851554,0.007733333535409739,0.0015492706691309138,0.0505931153212736,0.9355306141217339,43,0.3501827822480487,16.688793247507178,96.1436170212766,0.4727173508675575
TAP-BBBY,1.7111868768392255,0.005606426767134955,0.0010778233212741374,0.0624420959729069,0.9439032768163268,58,0.3510443077731534,16.005915085294376,98.40425531914893,0.4209113055525512
TAP-FSP,2.07791240259949,0.0073516980324923945,0.0014645096324779057,0.0758241004664983,0.9160814911908821,65,0.36657424995994126,16.326671023566526,95.34574468085107,1.0612917327503064
AGNC-MDC,1.0025023576559458,0.0048087867725784385,0.0009079295427148284,0.0365818305861747,0.8760059503304656,75,0.3480119615456546,15.343689206140585,94.81382978723404,0.481063369490053
WTFC-STLD,1.662430362193091,0.009645280359673172,0.001993850733969767,0.0606629454849942,0.926176341445251,85,0.3864930471725736,17.820178140785874,94.81382978723404,0.7470077420057519
WTFC-DXC,1.785059543656919,0.007912262918749254,0.0015868306598541225,0.0651377478702177,0.9143579710049508,69,0.3999807595100782,21.45704569624332,96.4095744680851,0.602595295174861
WTFC-SHO,1.8323989271743144,0.008658366735217185,0.001760543136178885,0.0668651865088026,0.9095270115929432,85,0.36390538906742165,17.026015384654862,95.2127659574468,1.4384299694956533
PNM-SR,0.8529424041598925,0.002762470644775843,0.0004905563975717805,0.0311243103723954,0.9710936735428192,65,0.40048102751189024,15.002920434681034,95.2127659574468,1.1925730104055583
XPO-WW,3.9021969749755763,0.009445796170529038,0.0018777417655074786,0.1423931899633808,0.929898223709218,39,0.4713791728839998,23.75567341775786,93.35106382978722,0.4800667846951
KMPR-SC,2.1435030218303606,0.00026782298008947033,3.818135141780558e-05,0.0782175361551249,0.9707893660452818,83,0.28361170840023475,12.055667069350028,95.74468085106383,1.2835689315309302
UMBF-OLN,1.785746655523458,0.0013935445510408816,0.00022835297853920255,0.0651628209383292,0.7509338798211161,65,0.4928438492074393,19.26758535807014,95.61170212765957,0.3823143756431661
UMBF-UNVR,1.6758764883715012,0.009629122798820784,0.001983610549626885,0.0611536015978127,0.7848017450727311,49,0.40196865020439904,20.675230148806328,98.00531914893617,0.4612499632136406
UMBF-CMC,1.6512636087029116,0.001462320765078396,0.0002410347209714249,0.0602554648628732,0.791904509928389,74,0.42572940966084427,17.362899344614945,96.27659574468085,0.5345523836235013
UMBF-TCBI,1.1981595516623946,0.009078733432738916,0.001857080485222362,0.0437214629964624,0.8964796245482635,51,0.39329039871159344,19.367076041637816,96.4095744680851,0.3910241219527095
UMBF-HRI,1.7584624943553697,0.00750783143908747,0.0014928275648038315,0.0641672077570588,0.7596881279527704,44,0.45229580071144476,21.456037994431263,95.07978723404256,0.3017026793833663
UMBF-AAWW,1.736516434308546,0.008395388801950034,0.0016967472112353913,0.0633663846522194,0.7665607187628258,65,0.4371489275058415,21.409534426556558,94.28191489361703,0.413445828981821
UMBF-GWB,1.0875170452993546,0.005074086272258012,0.0009619562942106984,0.0396840605978622,0.915565517560703,76,0.41570311046331015,18.155348209025988,95.2127659574468,0.8440293836970159
UMBF-GEO,2.1488078630874097,0.008597654107757556,0.0017385355746773272,0.0784111125618734,0.6070820976788187,42,0.47087597838945144,24.118283970506404,95.74468085106383,0.3129635906845613
UMBF-MRC,1.673630455449268,0.00444348629181924,0.0008285658792507437,0.0610716426924549,0.7854569399710389,54,0.425486791359325,18.222482128406227,95.61170212765957,0.5674592887485248
SPR-TRN,2.821246209001653,0.006251363432180663,0.001219321563251988,0.1029487363011332,0.909757562748084,38,0.3204053848685208,19.671402762400476,95.2127659574468,1.4190998220710331
SPR-ATI,2.7533923671856573,0.003169632724916045,0.0005695672648913154,0.1004727144474412,0.9142478292501416,63,0.3605628811609453,14.855617224492027,93.08510638297872,1.0056257937623312
SPR-KALU,3.196680112043993,0.00522244501138132,0.0009861557338167112,0.1166485139949376,0.8824617340935368,49,0.45622303069246195,19.247631614052526,93.61702127659575,1.631883310648347
WEN-FLO,2.8713045136490916,0.0099539948911457,0.0020542847223590775,0.1047753897808571,0.8385343825487848,40,0.4922045308681054,23.99442161210614,96.54255319148936,1.2510864320227884
R-THO,1.7155497247993112,0.009403315657175101,0.0019336524773143184,0.0626012985560532,0.8759621701412518,49,0.3586507519966297,17.32189461904067,97.07446808510637,0.4217129943553399
R-WBT,1.7624022575732086,0.0006125018479345864,9.326088582357284e-05,0.0643109717586934,0.868577221331212,66,0.3912881246870973,12.657619672105225,94.81382978723404,0.6924966867450391
R-SWM,2.0167756625670554,0.007741644969465712,0.0015510903593018762,0.0735931891380832,0.8236635557700902,48,0.34821004130710115,16.634802278798155,94.9468085106383,0.9203456029671386
R-KOP,1.821805598902622,0.00694242490625549,0.001370424292939648,0.0664786304700868,0.8588322542029907,62,0.35878771341402604,17.03175110706465,95.87765957446808,0.4307467823926454
ALSN-MSA,1.7034487588553395,0.006499289983640635,0.0012734128137687024,0.06215972803733,0.9412348087847412,49,0.3720303912945422,21.722494525942857,94.28191489361703,0.7796715825291352
ALSN-ITGR,1.8529721264766519,0.004228854920151399,0.0007724058900626683,0.0676159132135792,0.9300631062442304,42,0.395901814003609,20.92824813847084,95.87765957446808,0.3916905438758102
ALSN-GATX,1.6834323051554347,0.0052811092317571065,0.0010078739518980674,0.0614293172681244,0.9426495366915028,64,0.4379483314663073,23.665477466537485,94.54787234042553,0.8157096320539086
ALSN-ARI,1.7234344210198698,0.0038367166019549117,0.0007069330519792288,0.0628890152074518,0.9398034111430597,51,0.3188391275482271,19.412599938383618,97.87234042553192,1.4094518103146498
ALSN-FIX,1.6754793274303006,0.002895285609669117,0.0005092797726877031,0.0611391089892364,0.9432064144893467,54,0.3684493381549865,14.968649442599103,97.6063829787234,0.8014016831431732
SEIC-PCH,1.889146817939348,0.008996632749800062,0.001823673496299034,0.0689359464528921,0.895813370837088,60,0.390758823313244,16.429428686932827,95.74468085106383,1.093735004227347
MTH-MTOR,2.311461116844482,0.007724806844219937,0.001510638581386727,0.0843464140878908,0.781956436725862,54,0.4472352964113182,24.832713878792745,95.74468085106383,0.3372129089907403
HWC-VAC,2.2993541367733297,0.003935037644246349,0.0007206491607486446,0.0839046241105499,0.8785203696350626,52,0.48731133756201794,22.919515912214546,95.34574468085107,0.6645746807663466
HWC-VLY,1.5476233043428034,0.007712108108737204,0.0015409243711087155,0.0564735764443104,0.9469000004310074,44,0.39373047451975635,18.922937527862764,96.27659574468085,1.5221277489890848
HWC-HUN,1.9022877814515113,0.008824877626478999,0.0017633276466515711,0.0694154670218662,0.9185899712671216,69,0.4073252347477772,20.408562908710223,94.28191489361703,0.635827908706105
HWC-PCH,2.3071215891020014,0.004014710314267579,0.0007338457201551393,0.0841880624715707,0.8776409612250239,62,0.3952086223891912,17.372600434147586,96.67553191489363,1.2133768603355004
HWC-PLCE,2.8217300115590684,0.007191677550162544,0.0014216107074308214,0.102966390507188,0.8101434607948714,61,0.4790342371075372,23.094901249649723,93.4840425531915,0.7557371658404921
CBU-BAH,1.7113193978050218,0.005760073018450417,0.0011065245523010703,0.0624469317316289,0.8626697819565533,60,0.4597251578325298,21.357750663225964,94.68085106382979,0.4775275998442323
CBU-UGI,2.1732858342801524,0.00874816702646536,0.0017783265180862833,0.0793043264166118,0.7664547653166685,43,0.47219777596450413,21.999514038047874,94.54787234042553,1.01413175176683
CBU-OGE,2.1164448503790716,0.006041354256799524,0.0011670509403323307,0.0772301694557417,0.7802246763325217,43,0.48241443184646504,23.426400276589398,96.80851063829788,0.7702985536876463
CBU-IDA,2.1912175247830477,0.007392865618397612,0.0014667565569285478,0.0799586630963124,0.7619822859881908,63,0.4966151190802377,23.94914904915926,93.88297872340425,0.8472389795589113
CBU-LAMR,1.9894362477102103,0.003311329899611098,0.0005954943715765917,0.0725955597210744,0.8088878767690771,63,0.48221824552617615,20.516387975917457,94.68085106382979,0.9175772356803876
CBU-WTM,2.143180266875333,0.006884166151119316,0.001344283316431009,0.0782057586595455,0.7738238863190363,48,0.4429842328612323,19.87825979065674,96.27659574468085,1.8704120498582233
CBU-EGHT,2.310783041072721,0.0064354305338450764,0.001251724818429423,0.0843216707515607,0.7304795638479926,37,0.48781724426211415,25.684456392128208,95.74468085106383,0.461105614541093
CBU-PMT,1.7051527375523794,0.002027697834326429,0.00034535339821657523,0.0622219071030863,0.8637357027403102,68,0.49511199809173156,19.574317013672875,92.95212765957447,0.5654432674711991
CBU-ARGO,1.4804244801161912,0.0038847529156760207,0.0007123632840982392,0.0540214565219233,0.8992046288863051,46,0.45072414445192815,19.022442569346055,97.3404255319149,0.8298895529346217
HPP-CSL,1.1998426408406735,0.004495729717340643,0.000839110236872949,0.043782879792853,0.5636542139688064,68,0.42140221549203655,18.64376208167556,95.61170212765957,0.286812480785755
HPP-RS,1.2588145291346151,0.008332599974657866,0.001682038202862854,0.0459347945593778,0.49898777293699387,67,0.4126898587773903,20.480569785663093,95.61170212765957,0.2527461981634786
HPP-GRA,1.2413620776111016,0.0017662615542085084,0.00029692079403160067,0.0452979455584046,0.5192964225126583,61,0.41721528869280694,17.805216126967803,96.54255319148936,0.4665211872667461
HPP-FLO,1.2946603742039489,0.009390900932406127,0.001926380001626509,0.0472428280233697,0.45344064537106193,59,0.3918588600511809,20.906224734221055,95.47872340425532,0.1864756280901374
HPP-UFPI,1.2867692763215426,0.007372328778604544,0.0014642752110390767,0.0469548777720126,0.46396413188208896,55,0.4363513519638685,20.626194063243755,94.28191489361703,0.2357586483571939
HPP-SWX,1.2555605278661301,0.008498849246840325,0.0017187452053041986,0.0458160543666772,0.5028582963649961,58,0.43733801817940504,21.47410245782561,94.68085106382979,0.3421655524570042
HPP-OUT,1.1954713926721563,0.004167705387276679,0.0007703630293881996,0.0436233706817476,0.5680391380549503,70,0.44128262747033,19.44071701727502,92.42021276595744,0.2998356629111725
HPP-WTM,1.1363145556481842,0.002771102713307128,0.0004895250796092347,0.0414647070402127,0.6229319319137725,66,0.3681101327513755,16.31022330958643,95.74468085106383,0.6463893755853176
HPP-NWE,1.325962248494877,0.008931041172416445,0.001817677623963652,0.0483850496387062,0.40832703899976525,36,0.4582350044608628,22.450537738199547,95.34574468085107,0.2167249249153338
HPP-MLHR,1.3695734294957767,0.005576878268222414,0.0010614813769844853,0.0499764442352917,0.33319180149466704,44,0.40769232910656056,24.36558539191137,96.27659574468085,0.1777360927550071
HPP-MGEE,1.2332627845662418,0.00744619717638053,0.0014775167608013237,0.0450023981576706,0.5283633292019825,52,0.44252853874648285,21.432456333873095,95.07978723404256,0.3652788732262761
HPP-GPI,1.1583607096839115,0.009298347871448611,0.001907579418281702,0.0422691826265818,0.6033806238667649,74,0.41807172161931055,18.09738557574558,95.47872340425532,0.2368294066541664
HPP-MLI,1.2606790097793312,0.009975932830657005,0.0020665243936856753,0.0460028304243864,0.4967518942233648,61,0.4323742379273867,21.084209888608694,96.01063829787235,0.2215876349812975
HPP-KN,1.1752300943436487,0.00784921503711531,0.0015736150114788092,0.0428847552155166,0.5877167345411068,57,0.38128396255609937,18.725010945768762,95.2127659574468,0.2620203845157736
HPP-OSIS,1.1941948470302628,0.009060085309250197,0.0018511127813717937,0.0435767888696943,0.5693103050188137,50,0.36677889805249947,18.524840162025363,96.27659574468085,0.2115210407837797
HPP-LZB,1.3016539586970304,0.00805592090369229,0.0016208588720725728,0.0474980275460064,0.44385002129776696,57,0.39221662913242317,19.660734842093916,95.87765957446808,0.2304395002356538
HPP-CFFN,1.2998984732887422,0.009999855652822975,0.002064269792742873,0.0474339689736628,0.4462816567777001,53,0.411730624269646,22.270793084961994,95.87765957446808,0.4304406282195012
HPP-CSGS,1.324368685495708,0.009864238300894902,0.0020368115441225386,0.048326899698989,0.4107707874027743,49,0.41505107066103214,21.36196406577255,96.94148936170212,0.2247570616295496
HPP-GFF,1.2483760205589374,0.009628155633414544,0.001985818209220879,0.0455538879716062,0.5112655132725987,63,0.4156896148421224,20.233012040940213,94.68085106382979,0.1474087153850993
HPP-CXW,1.3972806651613312,0.009889526152239928,0.0020430929521530507,0.0509874956242366,0.27328315525806146,53,0.441950211999972,23.11861512487356,96.1436170212766,0.0725009698225553
HPP-SBGI,1.2528632957781123,0.0057110460605427835,0.0010977640868593157,0.0457176309699222,0.5060366061739245,54,0.4242373423111232,19.127505209079583,94.9468085106383,0.1460871625787159
HPP-AXSM,1.3781097405921718,0.007326915102126046,0.0014528561144178695,0.0502879386512144,0.3160703847083114,45,0.4463060450695384,21.664608771702042,96.54255319148936,0.0285064594312
HPP-CMO,1.290315088581766,0.009841220785560765,0.00203395703064914,0.0470842662990352,0.4592732563320186,49,0.41944301438903253,21.04116103697989,97.6063829787234,0.3197046744971934
HPP-UBA,1.2582720150994895,0.0017671840315962137,0.00029637874390043954,0.0459149979410737,0.49963585531093624,39,0.49830705898550065,21.082995150089324,96.27659574468085,0.3711732185095955
MUSA-MOH,1.7309176252558736,0.008343810077955155,0.0016858745299810091,0.0631620812082573,0.7223895120710062,60,0.38497482493519714,20.302151947807904,95.47872340425532,0.1690264115584624
MUSA-WTRG,1.6632939238502769,0.007885774503629229,0.0015837257780777986,0.060694457297413,0.7473137917616419,58,0.37016423023212897,16.73455019879866,95.07978723404256,0.708667200619943
MUSA-KBR,1.8679671258380302,0.007490763414674262,0.0014915293510137837,0.0681630885115608,0.66568099219739,51,0.36899237684279884,20.886883259415743,95.07978723404256,0.3907454221525417
MUSA-MLHR,1.7748073950495307,0.006982100820375088,0.001358593837246602,0.0647636416542716,0.7051884301773963,39,0.329588416174686,17.959923305057114,98.27127659574468,0.6482473356127376
MUSA-AWI,1.6663400050238324,0.004399874316472754,0.0008204023406056286,0.0608056103780934,0.746230028479783,63,0.3855201171021027,18.958275762193733,94.54787234042553,0.2680592692430825
MUSA-CXP,1.888976519726611,0.007447927346036852,0.001485068566024177,0.0689297321828508,0.6561511361202848,66,0.3849365948027879,18.193369164268898,94.0159574468085,1.1497923056759456
RCII-NWE,3.64717587473639,0.005940769335506063,0.0011510916229168103,0.133087337848815,0.8929440104801731,51,0.3340117179040646,15.992826370412915,96.94148936170212,2.643435683279718
RCII-AIV,4.284139415634741,0.0031002418922002587,0.0005568742642432301,0.1563304675679277,0.8487541926731549,40,0.36001885324516114,16.870524462998485,94.68085106382979,3.1759916371377854
NAVI-SEE,2.46512151916192,0.009998254528805433,0.0020607217306538917,0.0899535618042547,0.5008800737371287,53,0.4051096227968517,21.350351454767257,96.94148936170212,0.5994747391150761
NAVI-SRCL,2.4652863733638726,0.009912108385307239,0.0020248496061697576,0.089959577419521,0.5007800422502297,69,0.4290955375362045,19.938292655351233,96.4095744680851,0.2261455194512567
NAVI-SXT,1.9895243823681545,0.0009513347513492137,0.0001509256989009365,0.0725987758004193,0.7155786970501582,83,0.3819123828785499,13.475631735788744,92.68617021276596,0.9960955308624988
NAVI-HOMB,2.088617179689309,0.007982397937023268,0.0016130059159602677,0.076214723330347,0.6798792181650501,53,0.37507681954768446,23.077473079368936,93.88297872340425,0.5658114771736478
NAVI-HAIN,2.5850549656605484,0.009084216075355539,0.001846258056737166,0.0943299954235106,0.41977988832213536,57,0.4177060652671947,22.039817094091063,96.4095744680851,0.1497489556798159
NAVI-COTY,2.512568444934499,0.004188159928960989,0.0007697191320270489,0.0916849247154658,0.47092068684987987,49,0.41305129377657734,19.784058205645884,96.27659574468085,0.160171109377744
NAVI-CMP,2.1234467035992157,0.0013799039034795937,0.00022726675534376773,0.0774856707085142,0.6664464163599431,59,0.3956766353491464,15.193187353128033,94.28191489361703,0.5814955067069487
NAVI-HTH,2.152928771579032,0.006092870415428703,0.0011847900029314403,0.0785614866484283,0.6546822025936901,59,0.37710042043198955,21.441464827257214,96.01063829787235,0.504064147207556
NAVI-SMCI,2.2276840434510023,0.0015732487939349542,0.0002624127112322325,0.0812893452615871,0.6230886881701403,67,0.38935275404300823,15.232646383751147,96.01063829787235,0.3220027649440324
NAVI-GFF,2.10615200295157,0.008822817202665057,0.001800297784253424,0.076854578118757,0.6731777863635765,75,0.38713936509748487,17.790461133053444,93.4840425531915,0.3805666984640374
NAVI-APOG,2.1265957125396264,0.0027738239807955545,0.0004911963379480886,0.0776005796767503,0.6652074770596548,65,0.4003993179312038,16.15237571833842,94.14893617021278,0.4572782362707568
NAVI-CIR,2.1111037293817927,0.0018056255805440824,0.00030104236626293465,0.0770352691824698,0.6712630052556844,69,0.3832469479539815,15.900837299251428,94.28191489361703,0.2601782767912703
NAVI-GLT,2.2044780773745902,0.005265188511023929,0.00100500225617707,0.0804425475327711,0.6331813684769978,49,0.37161670066492564,17.46564532108938,95.47872340425532,0.3579263327077548
NAVI-CMO,2.072304740054063,0.001634615468840953,0.00027260762496229563,0.0756194739539972,0.6860051025870628,59,0.3881090356730936,14.958432453852648,93.4840425531915,0.93633125132183
NAVI-DBD,2.4375781000769794,0.007944439722631985,0.001586549631499143,0.0889484881672357,0.5172306238647558,51,0.41361748676947907,20.74303152215663,95.74468085106383,0.0770838464759064
NAVI-OII,2.308198487635492,0.005665764348718259,0.0010766474184389799,0.0842273590571696,0.5858490106120419,61,0.4134581565249911,17.69176769332105,94.28191489361703,0.2828050834073921
NAVI-DRQ,2.168822024802452,0.0008787957249143662,0.0001382224323903413,0.0791414396953636,0.6481831925362628,47,0.41005537537340175,15.447230981241637,95.47872340425532,0.4147334291008819
CMC-FHN,2.2096344712155256,0.009954103569151676,0.0020614812087153913,0.0806307070163715,0.8341205379774289,36,0.34824420994441596,17.83832289807836,99.06914893617021,1.0114183136798718
CMC-SFNC,2.031770757532318,0.0009184566286012215,0.00014532336446026917,0.0741403679247002,0.8618385055603802,92,0.3161997722088648,12.521939371685079,94.0159574468085,1.3296389592604758
CMC-FMBI,2.146863715103147,0.004129592714088143,0.0007642670267542647,0.0783401695943565,0.8442732171346828,68,0.3545519247408067,16.411170347566163,93.75,1.0947201203848147
CMC-GWB,2.20072868766294,0.003628149991267769,0.0006619568414045831,0.0803057303590401,0.8355863755902768,66,0.3687744454499197,15.396462591575155,95.74468085106383,1.1411481603732203
BCO-MDC,3.2197446567792256,0.0008344841541874683,0.0001306608476847022,0.1174901511857212,0.9192124473885916,70,0.3599078380615349,13.247200345865918,95.61170212765957,1.9857790936480375
SWX-WTM,1.2562241657624005,0.001409300698407539,0.00023233056503942922,0.0458402708574481,0.8085240413919033,69,0.3430955020356019,13.50311778142506,96.80851063829788,1.2329795936907733
SWX-MGEE,1.0270005324206728,0.0015188754080878398,0.0002521012434388205,0.0374757816797255,0.8766733598108877,66,0.3565262955605569,14.160993633190513,94.9468085106383,0.8907155431531644
OGS-ATO,0.5733734791501279,0.007013026075735548,0.001386511282825414,0.0209226954098337,0.9879446692538103,74,0.41163925973976234,16.824540320421196,93.88297872340425,1.0987823305065656
AIMC-OLN,2.3917983231346414,0.005559959627260767,0.0010649780921255696,0.087277960380854,0.8898821456922181,49,0.3525712101407615,20.023009612055866,95.87765957446808,0.8784197755250915
AIMC-PCH,2.0619185815267125,0.002297561800886757,0.0003983039236155745,0.0752404776466199,0.9194221120952021,61,0.328273459261083,12.515837935622217,96.4095744680851,1.384605061352378
AIMC-TROX,2.056476404954402,0.001962588050252108,0.0003342482562282353,0.0750418898030424,0.9198654086428847,62,0.3220455655753882,15.424757980999367,95.47872340425532,0.4503153809118276
AIMC-ECPG,2.1891568511176027,0.008449201604928465,0.001711910523748956,0.0798834680462988,0.9086583371221816,52,0.3372278364474787,17.15719804274842,95.87765957446808,0.6810709217391004
KBH-FBC,2.55730266000489,0.0005523918038581907,8.340212224693213e-05,0.0933172994072689,0.9135274364870801,74,0.31201703167652195,12.139091328353453,96.94148936170212,1.8522171422792844
KBH-TNL,2.1149680513848113,0.0016558183025172672,0.0002774949351586382,0.0771762802950775,0.9417130486718563,68,0.4036436038692338,13.619902582551894,97.20744680851064,1.2019140936680002
SEM-AVA,2.1357199159059594,5.801134938447229e-06,6.422920974956713e-07,0.0779335265862831,0.8863012591110048,72,0.4154670878261505,10.213601940229776,93.35106382978722,1.2051359023356678
SEM-MYGN,3.156252926615237,0.0017869193222562775,0.00030022603857638065,0.1151733050469121,0.7291054767990572,61,0.47755481033161007,19.915615046738736,96.4095744680851,0.4117961870390677
SEM-CWEN,2.8975102810394335,0.004668984846355367,0.0008772119080453307,0.1057316518142909,0.7779746744530529,48,0.400261689033232,16.19123675683889,96.4095744680851,1.3141664810117946
SEM-KALU,2.962983821970275,0.007856283368915808,0.0015725717492234546,0.1081208152550726,0.7662916312832431,44,0.41844409439348956,20.76567060384029,94.41489361702128,0.9616162254662652
SEM-PEB,2.3204377777584777,0.004789071456832023,0.0009037286810579023,0.0846739770968727,0.8641913334907133,39,0.3470368875518471,15.951936182205731,97.87234042553192,1.0030292996577068
SEM-WW,1.8395092888988702,0.0001084427044563792,1.4372608027868247e-05,0.0671246472931366,0.9170036196293153,71,0.35116531919652766,9.853251693338402,96.1436170212766,0.2057883379462773
SEM-PAHC,2.205960952264516,0.003127082156499547,0.0005611857248558868,0.0804966584060169,0.8781746157971864,51,0.3548579610360828,14.746909669017999,95.87765957446808,0.673382792405258
FNB-HOPE,0.9147941574939716,0.009083100839764501,0.00186069365852982,0.0333813129067492,0.9313609417927657,58,0.3511844595108821,16.511897867901983,94.14893617021278,0.6752151029852627
FNB-ACCO,1.4157904003414472,0.004090529590083199,0.0007579911818771415,0.0516629254537855,0.8261169121723453,59,0.3805490976939372,15.800812772832883,97.07446808510637,0.4137500089840362
VIAV-NJR,2.692290429320616,0.00996072873456781,0.0020602409542768707,0.0982430730681507,0.8161451940886748,49,0.4452764374587866,22.583974662042575,95.34574468085107,1.0006006945271095
VIAV-RWT,2.0682658999668395,0.009699478012514405,0.0020030943009570956,0.0754720945860515,0.8960702058161739,47,0.35535795265235026,17.404896150920802,96.27659574468085,1.491068396285613
TRTN-AGNC,4.571082880170903,0.009100256288129483,0.0018596724524768218,0.1668011832997249,0.8833677106563073,63,0.4261568602359113,20.73129178897969,95.2127659574468,4.144916454717718
TRTN-MDC,3.7266501350492454,0.00399868253560096,0.0007386866232952395,0.1359873947958373,0.9241211826955025,64,0.3172888513629327,13.094266870955007,95.74468085106383,2.381213952629998
TRTN-TWO,3.670206945830031,0.003043935915537023,0.0005447004805809786,0.1339277535690689,0.9264928766380541,61,0.35745638948693303,18.60845610843186,93.88297872340425,3.130372851069821
TRTN-EIG,3.517624202550341,0.0017779040644286383,0.00030012090597878854,0.1283599301894983,0.9326943643031067,69,0.40408255588544256,13.775999708892563,95.2127659574468,2.4125257939861777
SXT-APOG,1.189220189797097,0.0015881921382723866,0.0002652118241602674,0.043395261049098,0.8137441441252188,53,0.3507235928255441,13.816981795522743,92.95212765957447,0.401853446750523
SXT-ADTN,1.1691158104280954,0.000950625252897862,0.00015121746345997446,0.0426616418266588,0.8206735294683597,67,0.37215353459566314,13.992861395284558,97.20744680851064,0.3426627509948525
SXT-NX,1.3929694047353525,0.009705161865477574,0.0020036115688472234,0.0508301754969455,0.7324653707313319,49,0.3813627975331873,17.967218211132526,96.01063829787235,0.4522238519880788
SXT-CIR,1.1933326914697149,0.002356235984989091,0.00040989960298184233,0.0435453283664705,0.8123047608750618,41,0.378816893167086,15.345841603226715,95.47872340425532,0.2261797554095947
WWD-HE,1.6549560348415082,0.009344721947437146,0.0019099429216068678,0.0603902034063017,0.9276838416407195,93,0.3868678398080963,11.980703142115738,95.2127659574468,1.2884634533456207
NSIT-UGI,3.1253154825160308,0.007717685292872911,0.0015461242145142315,0.1140443816781406,0.8182482244812692,51,0.3684881529691886,18.47906988426733,94.81382978723404,1.739565499388107
NSIT-OGE,2.9584549122121646,0.008144262362261614,0.0016391869815973856,0.1079555529908534,0.8389730152832408,61,0.43317088670988163,20.550407867757027,94.41489361702128,1.3308688359961955
NSIT-LAMR,3.0350977028470734,0.004391200732920375,0.0008095074684347444,0.1107522881418945,0.8296589521019602,51,0.3921538479835577,19.34840641479032,95.61170212765957,1.5121740124733245
NSIT-SWX,3.639073875849438,0.004043122731701284,0.0007449846844599256,0.1327916917105008,0.7429338125226335,54,0.4213206819147548,19.387850586540566,96.54255319148936,1.8920394898095936
NSIT-NJR,3.0534047999965526,0.006411826028418947,0.0012307132647576906,0.1114203236046865,0.8273831182776552,37,0.4330216082570585,20.67997877667684,95.61170212765957,1.183637845951751
NSIT-WTM,2.9277939240466986,0.0005381582207588716,8.09117306906569e-05,0.1068367176423796,0.8426042310075501,54,0.3454703854411167,13.139777088310483,95.74468085106383,3.2724020675786765
NSIT-MGEE,3.1958871068952757,0.003026616522849355,0.0005404003788094821,0.1166195768260793,0.8089729376855139,62,0.39068492394639076,15.924281648881266,97.07446808510637,2.0932219829193635
