Pair,Distance,CADF p-value,ADF p-value,Spread SD,Pearson r,Num zero-crossings,Hurst Exponent,Half-life of mean reversion,% days within historical 2-SD band,Hedge ratio
BRO-UTHR,1.0648346580488348,0.007061097353009004,0.001346986298784294,0.0387789910201185,0.6599931967619045,72,0.4402699139909478,16.801235603555348,94.83443708609272,0.0916221120919198
BRO-LSI,1.105979474631075,0.004651539225412063,0.0008351958289322085,0.0402773968624778,0.6254048589969929,56,0.4436002494437346,17.61746229686634,96.29139072847683,0.182179040535499
BRO-ON,1.250875491402607,0.0043958223526583745,0.0008176365084857283,0.0455541985619361,0.47025844267642175,63,0.4663756799236616,21.394036302493216,96.42384105960264,0.1449640747047693
BRO-FRT,1.1941489714788642,0.005114816129149101,0.0009198176779158195,0.0434883405528099,0.5386860913610593,60,0.4626771358800692,19.685271760310442,96.68874172185431,0.1892835546274858
BRO-ST,1.1442575776940693,0.00809481065710232,0.001557702592297524,0.0416714031560624,0.5901320465820151,57,0.4448100863419241,19.121369904788992,96.15894039735099,0.1841513371745988
BRO-FHN,0.9773309835968937,0.0028470710200608354,0.000479879801867636,0.035592295151281,0.7242521635019338,52,0.43011955643447486,16.253616090224412,95.76158940397352,0.2697458074790893
BRO-NNN,1.1695986747618892,0.0036711892987097774,0.000668538466347114,0.0425942714795198,0.5648616693389218,58,0.43080033345958374,19.584500568229426,97.21854304635762,0.2691596269920326
BRO-JBL,1.1297689326511782,0.0007298691631019654,0.00010388140042993624,0.0411437578246816,0.6038676780035328,38,0.4615114203705801,16.665838819692564,94.83443708609272,0.28459602626859
BRO-EHC,0.987587907276694,0.005720504641838804,0.0010922881609730095,0.0359658302802013,0.7172929031053263,71,0.40104878886028084,16.359993961232494,94.83443708609272,0.1917122322311126
BRO-KNX,1.2130669402296006,0.008811028278807564,0.0026817697683863,0.0441772923396046,0.5172179394126383,65,0.4540877129766446,21.085586706486207,96.29139072847683,0.1027960600829875
BRO-AN,1.171923619982333,0.008725794008905803,0.001771610484602841,0.0426789409905508,0.562457895875224,53,0.46417586890483425,21.8049757532802,96.02649006622516,0.2335870075560868
BRO-FAF,1.195776787415987,0.0030503060810732263,0.0005090311104657758,0.0435476221127506,0.5368856462601501,43,0.47223849384433164,19.3200356109517,96.29139072847683,0.1323762646420641
BRO-FR,1.1686564395172359,0.009431889464718209,0.001934464615159713,0.0425599572957966,0.5658315895164864,56,0.4395693055043723,21.748112315985864,96.15894039735099,0.2281539793647304
BRO-HBI,1.07482376462733,0.008661909653431542,0.0017102229760674252,0.0391427728254706,0.6518834432451283,67,0.42413348964278785,17.452406157250454,95.49668874172185,0.0862369647087917
BRO-SRCL,0.9674761932664543,0.0008465525373436209,0.00013273987479383193,0.0352334048551767,0.7308086677384054,61,0.38270552532487606,14.784045612295799,95.76158940397352,0.364668289754511
BRO-LEG,1.0624272823704772,0.0036172785174124517,0.0006274103175007784,0.0386913195688679,0.6619215693257648,61,0.44335349383982886,17.006776875980563,95.62913907284768,0.167076449616355
BRO-SMG,1.150189548794978,0.008596098211816828,0.0017072006472339486,0.0418874328018999,0.58436364867615,57,0.4521638343618614,20.241359569651625,95.2317880794702,0.1924018991375637
BRO-FFIV,1.3533374869659163,0.008594393200916196,0.0016159152114060315,0.0492856443557213,0.297189087689493,41,0.48075071687054444,22.992888423023945,96.68874172185431,0.0871636577519188
BRO-VAC,1.1481393174291994,0.0030734655516638887,0.0005336892585726611,0.0418127677793805,0.5863671404520929,59,0.4577564087939108,18.493973486766066,96.02649006622516,0.1278696894876629
BRO-CACI,1.1041722914422667,0.009161237045360395,0.0018001927848767558,0.0402115831325051,0.6269923517157282,48,0.43210883672917083,18.262473999608318,95.89403973509934,0.2058100417786277
BRO-ACHC,1.0346071765508351,0.008462851455235234,0.0016660589321086142,0.0376781710714895,0.6835056567682805,67,0.4224138379819447,16.605504713335122,94.43708609271523,0.1103409587873458
BRO-FL,1.171441321014671,0.005968991969433652,0.0010992716711138147,0.0426613766981092,0.5629577840437339,61,0.45249227825835764,19.03985656726622,96.55629139072848,0.1058153461554296
BRO-HELE,1.1929881548181334,0.008971995537235357,0.0017565797748264123,0.0434460661034179,0.5399648530924803,58,0.44952575153760144,20.14526276865294,96.02649006622516,0.081725640739386
BRO-INGR,1.1857350657508121,0.0045082272860038075,0.0007951839370623936,0.043181924178957,0.5478595901258702,42,0.48283295442322566,19.386259111954608,96.42384105960264,0.2070671360998579
BRO-ASH,1.1484863274195065,0.003935299583860617,0.00068422876850735,0.0418254051378626,0.5860287738805886,57,0.45332645736593663,19.571404256582845,96.02649006622516,0.1931602923797957
BRO-IRDM,1.2545251326784612,0.003164887060397705,0.0005237134587130558,0.0456871106579064,0.4653938955764803,39,0.4752880949482448,19.27887028737983,95.62913907284768,0.1462274087452559
BRO-ADC,1.127117315778265,0.005035001630351734,0.0009524632525000487,0.0410471916337465,0.6063291448737218,60,0.4354813320878438,19.196371231978187,96.82119205298014,0.3445670729861945
BRO-LAMR,1.1319228045546057,0.005856444231066057,0.0011287733670304106,0.0412221972129661,0.6018565725410264,46,0.4465990325273461,19.997892623753202,94.70198675496688,0.2350658592615353
BRO-CF,1.2920865892615112,0.007556518529336112,0.001461531360745194,0.0470550182260218,0.41106869559937004,59,0.4744158053308981,21.885098734380854,96.68874172185431,0.1196057526472573
BRO-HRC,1.035253264813795,0.0033312676211998825,0.0005904588958133931,0.0377017002182524,0.6830185264577231,59,0.42634034506860113,16.847070136365016,95.2317880794702,0.2049698826861616
BRO-CRUS,1.3436997444723264,0.0007148045976453619,9.79031496655466e-05,0.0489346584756242,0.31821390427570445,45,0.4848667075709751,20.13842542263321,96.29139072847683,0.0743403527171873
BRO-JBLU,1.14012850220354,0.003952655077872895,0.0006908388162900987,0.0415210310958009,0.5940968006290728,56,0.45001996565225344,17.805425249294906,96.15894039735099,0.0622592868602762
BRO-FCN,1.2174829718224913,0.002538347992903513,0.000444165477259174,0.0443381147247429,0.5120269810865233,55,0.42097256327272675,18.94799441025504,96.02649006622516,0.2713708782569082
BRO-UBSI,1.0663811135780028,0.004477221973363951,0.0007994151861818988,0.0388353096087607,0.6587491564261834,58,0.4402824634177333,17.650851100866873,95.36423841059603,0.1891834401812429
BRO-AEO,1.4005125444789417,0.0035594905433547607,0.0005866184378114041,0.0510036586200422,0.15379992835362896,43,0.4757220923310772,22.402929748168397,95.89403973509934,0.0460923058604991
BRO-HE,1.1352566087966227,0.002430018497480395,0.00039612315814700115,0.0413436072025704,0.5987228202922135,71,0.45487208194795437,17.658680052961422,96.95364238410596,0.24484357721101
BRO-UFPI,1.294398226357152,0.009668744841724098,0.0018895320266481535,0.0471392030837329,0.40743256229807223,38,0.4615373227457982,22.38006604195312,96.55629139072848,0.1146398682219889
BRO-STL,1.1533451299633721,0.008816340461663956,0.001719909015353737,0.0420023522899795,0.5812594785592486,44,0.44417433440209014,19.45771799450471,95.89403973509934,0.158431784534875
BRO-UAA,1.1362233651109785,0.008039779088792554,0.0015606321997030717,0.0413788143909819,0.597809272784667,63,0.4453904354518209,18.77478017825884,94.83443708609272,0.0730992037609755
BRO-PNW,1.107041532758894,0.002596156942566437,0.00042772737202250675,0.0403160747382309,0.6244688128442614,56,0.43504333248229765,18.080712499906085,96.82119205298014,0.3170944816980494
BRO-CRI,0.9574135931482264,0.0003133721803826801,4.496161140772952e-05,0.034866946572969,0.7373756382208475,63,0.3991948035173648,13.93352967754311,96.15894039735099,0.2275037790727849
BRO-HR,1.3249593264120056,0.008194699771745306,0.0015536355180727226,0.048252172703602,0.3551823532889405,42,0.4675677708851173,22.521590649622755,96.82119205298014,0.1964697104494233
BRO-XPO,1.1385107899653282,0.005134927852001206,0.0009536481019128782,0.0414621174908722,0.5956390544748785,57,0.4313050830295128,18.3454830897408,96.42384105960264,0.0929669326976194
BRO-SPR,1.0535224740023796,0.006390009177285577,0.0012015189367857095,0.0383670255753054,0.6689687793112885,70,0.4337212213900665,16.770421212272222,95.2317880794702,0.0966470472994474
BRO-SEIC,1.0264735732137222,0.006220247015931813,0.0011682991167868998,0.0373819627086352,0.689582933275308,46,0.4265862975102648,17.392471673220317,95.62913907284768,0.1601312138904536
BRO-HPP,1.1690385802741436,0.005407972674345017,0.0009801755191249744,0.0425738740413387,0.5654385153885234,53,0.44333304341762747,19.080897118263344,96.82119205298014,0.1681070691887858
BRO-AXS,0.9410425361693164,0.004356553765327576,0.0008038309109891235,0.0342707478422306,0.7477923647013837,48,0.3893978079029641,15.512305914042457,94.56953642384106,0.3178824094121739
BRO-SWX,1.1624196921949796,0.007748540411754416,0.0015489806445003914,0.0423328283546258,0.5721906567112579,55,0.42369022483535657,20.912995986291616,96.42384105960264,0.2923443543791433
BRO-EPR,1.1028093605053375,0.0035996609256191956,0.0006543649434973916,0.0401619481153081,0.6281852322635265,68,0.42597013876218154,18.689829083813073,95.49668874172185,0.2809743156521858
BRO-SXT,1.1078203542353222,0.008228318699265968,0.0016286480160062143,0.0403444377435222,0.623780932909115,55,0.44593805357943916,19.515661858675497,94.96688741721854,0.1580829237168615
BRO-SLGN,1.0366078481997405,0.0018078469240002714,0.00030473733167473235,0.0377510312355728,0.6819950945384983,44,0.42354753739429724,17.281649088855392,96.15894039735099,0.435294506116862
BRO-TGTX,1.041105392150528,0.0006203338829840825,8.873288890428975e-05,0.0379148221257,0.6785763296331789,61,0.4328109953697139,14.870670412367854,95.49668874172185,0.0651161063111167
BRO-MATX,1.1122981731916723,0.0005241199668084562,7.544248341087824e-05,0.0405075102917207,0.6198017161524227,62,0.44655676936423444,16.507236997799595,97.08609271523179,0.1311165268710903
BRO-AWR,1.0948308321952949,0.0020062213798075273,0.0003416757934803385,0.0398713872518442,0.635094142230742,50,0.43168521512994784,17.889838970395,96.68874172185431,0.1782233940224502
BRO-MAC,1.1545564855029613,0.00410685576290468,0.0007208568484008443,0.0420464672567838,0.5800611764340632,56,0.44496236582204085,18.506733941811202,97.08609271523179,0.1760651633352568
BRO-ABM,1.0385055007022181,0.009635256209504527,0.001958780905077804,0.0378201396636247,0.6805565109187961,53,0.4041247437280398,18.16864022637951,95.36423841059603,0.2652920529158988
BRO-WTM,1.1148655832440126,0.006306690275976298,0.0011771065490551516,0.0406010098511237,0.61750132936249,36,0.43133688288551625,17.947922661819828,97.08609271523179,0.3343529744374498
BRO-SR,1.0117403346154636,0.002173306767973863,0.0003736268111018566,0.0368454098053459,0.7003373693674789,60,0.40636327524204185,16.618361747214603,95.76158940397352,0.2826873877180169
BRO-JWN,1.136196289628403,0.004403504434549822,0.0028740971330261968,0.0413778283600637,0.5978348876663904,49,0.43602999072532905,19.6123973163637,97.08609271523179,0.229232056515503
BRO-WD,1.365334196262485,0.0039093352052629576,0.0006642087774437047,0.0497225387398082,0.2684892869393863,47,0.4627167201345667,21.826164098978154,96.02649006622516,0.059735946206795
BRO-FHI,0.953948667082163,0.009972168087036848,0.0020436157267566665,0.0347407614081778,0.7396076216440494,49,0.3819237724602919,17.206378281203616,95.89403973509934,0.2822768595299449
BRO-ESGR,0.9394342440035264,0.004240923162458967,0.0007772737721941801,0.0342121772961054,0.748798275466478,62,0.3898456890280026,13.189431431388371,96.29139072847683,0.5045186125284928
BRO-MIC,1.0592305289703856,0.0010355856444909115,0.00016506999851408476,0.0385749006765463,0.6644668946556886,65,0.43177707147988253,16.498926856581637,96.15894039735099,0.1544609286197982
BRO-PAG,1.2016485028899901,0.0073425263440707045,0.0014575135172884373,0.0437614573780831,0.5303197862812589,51,0.46088428499803813,21.920504589063466,95.49668874172185,0.1548513717993325
BRO-PBH,0.9413196541067094,0.009001392789098603,0.0017332339617213534,0.0342808398822712,0.7476187298940816,52,0.3723075488363042,14.98055755139166,96.68874172185431,0.1778410800000269
BRO-GPI,1.123508488801527,0.0018258739903258272,0.00029875076238137913,0.0409157659068824,0.6096539895549442,51,0.45210837072834126,18.39541713804307,96.95364238410596,0.2273363382561974
BRO-WERN,1.2226484881623498,0.009453815101162411,0.0019428348528893523,0.0445262317344997,0.5058630801681724,61,0.44770564872588353,22.588735440229673,96.68874172185431,0.2674016500571894
BRO-PDCO,1.001356121453967,0.0027474216947614366,0.0004758986879505814,0.0364672390669155,0.7077273808205362,65,0.43201688893273565,16.490833957103895,95.36423841059603,0.3249110591343678
BRO-MD,1.149571158144931,0.009208198792445265,0.0018133477204628414,0.0418649123427057,0.5849690411701934,59,0.44661885511084853,19.30063593562482,95.76158940397352,0.1505087502642901
BRO-MYGN,1.3490111247651269,0.009007621984595666,0.001742593935816931,0.0491280875372368,0.30682399329439614,59,0.46322834008087993,22.536416047497752,96.42384105960264,0.0869042140668014
BRO-FBC,1.4158257148941202,0.007476929848352531,0.0013769288230054584,0.0515613313944313,0.04676554206502173,37,0.47450525135608773,23.220237959191476,96.95364238410596,0.0146479701704289
BRO-SANM,1.153888484131862,0.009279163641109945,0.0018698771472113434,0.042022140081691,0.5807224408741367,49,0.43212018714181133,19.65274682536803,95.36423841059603,0.120848822494554
BRO-INDB,1.0395164666341115,0.0055371073190873315,0.0018162715430562117,0.0378569568713463,0.6797877923499563,56,0.42587558331062814,17.99196742847064,96.42384105960264,0.2285220537765036
BRO-SKYW,1.3671181063591065,0.006024294833027874,0.0010778565422640573,0.0497875049137533,0.26393207062083274,41,0.4816932050596491,22.95106094334373,96.95364238410596,0.0690460777999377
BRO-ODP,1.1268212617077484,0.0018139835196751344,0.0003061602838852477,0.0410364099804116,0.606602990727696,61,0.4434760767888982,17.757949607070273,96.42384105960264,0.111574091728676
BRO-XPER,1.0518605921938826,0.002277642807623233,0.0003746293237624843,0.0383065034095015,0.6702692574109229,59,0.43142279357452185,15.54127163967053,95.62913907284768,0.1093007749870631
BRO-ESE,1.4145489847602726,0.006854264992152941,0.0012417215107571784,0.0515148356253264,0.06313298153081662,39,0.4792570162031898,23.723204190300397,96.68874172185431,0.04703348462853
BRO-IDCC,1.2511142215024897,0.0010597501772803648,0.00015368169859165823,0.0455628925993904,0.469942213666365,63,0.46332711502104745,18.92728543426608,96.42384105960264,0.1198140281860464
BRO-MGLN,1.2557392897669584,0.007263599469056452,0.0014393890890758356,0.0457313276511043,0.4637610852046519,57,0.43877502129980056,21.58507024883551,96.02649006622516,0.2647362768222812
BRO-CAKE,1.0540656465381284,0.00900708145432047,0.0018195538334150288,0.0383868067523426,0.6685427342114674,49,0.3956792662127757,18.33562046080872,96.42384105960264,0.2675249649309101
BRO-FFBC,1.1580598188894013,0.008644378303584815,0.0017117810448496642,0.0421740511336855,0.5765744486260331,36,0.4526376773742699,21.1054329506545,96.42384105960264,0.2663424280523356
BRO-ARI,1.2341637382255286,0.0055140458604381135,0.001026598151166382,0.0449455924074634,0.4917470015707245,58,0.4740012736357205,20.64304191680594,96.29139072847683,0.2645939218014419
BRO-MANT,1.1831742246274082,0.006964127811706067,0.0015821051548767803,0.0430886638458359,0.5506085800527928,51,0.4737978042305827,19.86352735169926,95.76158940397352,0.3203636158034326
BRO-WRE,1.2501886938714577,0.002540080152918818,0.0004088335752933388,0.0455291868710677,0.4711666758067473,55,0.46619764606648884,20.1313446515104,96.55629139072848,0.3269536680513938
BRO-AAWW,1.3288805212735046,0.0013985665014228021,0.0002039428632249605,0.0483949741978743,0.34781401402887396,47,0.47997048935559067,20.848238395766224,95.62913907284768,0.1218787167184927
BRO-KAR,1.0968480755557868,0.009961617916571396,0.001992661335593752,0.0399448509220681,0.6333591789329106,54,0.4374416530566752,18.414699834596195,95.36423841059603,0.1498106463136561
BRO-CORE,1.1118611017791429,0.005293314410965599,0.0009681420165478843,0.0404915930896898,0.6201919530921192,52,0.4354627417825951,17.575762372044196,96.15894039735099,0.0892881325788381
BRO-TWO,1.4134070263761405,0.009078345363972415,0.001720120535027846,0.0514732479538613,0.07478822718909074,43,0.4767901374957458,23.8663088527409,96.82119205298014,0.0552780662754206
BRO-TDS,1.2114251183473204,0.003104101335151723,0.0005547209096153044,0.0441175007132255,0.5191298643302317,39,0.44571666707020147,19.93298280446961,96.15894039735099,0.2798108130443446
BRO-PRGS,1.1041513773460694,0.003605358137965227,0.0006569634863277822,0.0402108214860442,0.6270106846845354,83,0.4362539981901562,18.318199727906862,96.68874172185431,0.3847042621754779
BRO-KALU,1.1235930875281077,0.002654346454877492,0.00045485792735334865,0.0409188468107895,0.6095763772969937,40,0.4599570501279002,18.346632513767524,95.62913907284768,0.2714313636812866
BRO-VGR,1.16914846570255,0.00980563135583761,0.0019436230105547236,0.0425778758326114,0.5653254116476255,64,0.4505958070195789,19.22914332404682,96.02649006622516,0.1075669556813465
BRO-BGS,1.3785539610931299,0.009344767647965697,0.0018052574606961524,0.0502039741793675,0.23244477668997057,39,0.4708026207719052,24.06648355304112,96.42384105960264,0.1337848274650954
BRO-HCSG,1.1979394225044668,0.00835000154525314,0.0016066254464006274,0.0436263806374118,0.5344804663954874,50,0.46877498961377445,20.69119508753821,96.29139072847683,0.1768181022464405
BRO-GVA,1.4034348587538699,0.007199862128360102,0.0013148270028640842,0.0511100830289106,0.1399130978932873,49,0.48525134120574076,24.056132950653538,96.68874172185431,0.0718184416433116
BRO-AKR,1.1839608323341477,0.005968388527250919,0.0010931967702168368,0.0431173104089108,0.5497662735833654,72,0.4603468169505521,19.827421428617804,96.95364238410596,0.2119246598755584
BRO-CNK,1.0264432337288423,0.0010574923845860485,0.00016901867138811286,0.037380857809764,0.6896054127176549,57,0.438309218879498,16.662590001182096,95.2317880794702,0.2451621520185094
BRO-AAT,1.0676399405293735,0.008079991072273593,0.0015672649405026465,0.0388811533824152,0.6577334243336909,49,0.43166619842023474,18.044721274986998,96.29139072847683,0.2396664128536922
BRO-ARGO,1.0268678718892328,0.006096055576356749,0.0011664876301934327,0.0373963222194581,0.6892906583242693,46,0.4023241574505958,17.44247810494197,96.42384105960264,0.1767244606958851
BRO-BGCP,1.0275234784504663,0.0026769739502776973,0.00047102376524256977,0.0374201980021993,0.6888041649532858,68,0.3762064685109883,16.902391987491054,95.76158940397352,0.1190215503988505
BRO-PRK,1.0276515754128723,0.009811212949961831,0.001958059224072482,0.0374248630184225,0.688709034089254,46,0.4191031674979602,17.42851795453699,95.49668874172185,0.2612958055308296
BRO-CENTA,1.361194904425419,0.0030980577152680657,0.0005085362081326177,0.0495717946221502,0.2787548929454268,37,0.48054988769724377,21.182889460366912,97.08609271523179,0.0574245443489023
BRO-HMN,1.0543066385448758,0.006558870328064946,0.0012662174738285788,0.0383955831635863,0.6683535513547312,49,0.4110299841336421,18.29368567482301,95.62913907284768,0.1983896804963087
BRO-BLKB,0.9488223118367758,0.0041944931765273445,0.0007558545558449399,0.034554070561365,0.7428827843876639,54,0.4006344216963129,14.202248746672886,95.2317880794702,0.1436338435243311
BRO-CBRL,0.9251853476820578,0.002397598708151771,0.0004066536108392309,0.0336932630981873,0.7575777321134957,77,0.3919266648094465,13.936629754864587,95.76158940397352,0.1540068088817858
BRO-OSIS,1.1922877074765836,3.415691041676313e-05,3.5223996925325378e-06,0.043420557315774,0.5407344065784268,52,0.4669645631402488,16.58145719264967,96.42384105960264,0.2158476890486245
BRO-MCY,1.0185992950126346,0.0007530769482150449,0.00011663002423071574,0.0370951984102141,0.6953707377973906,67,0.4162895840156449,15.76411038601167,94.83443708609272,0.2351037986165529
BRO-CWT,1.2284214824662658,0.009859245664765547,0.0020353140814927235,0.0447364717868671,0.49885267392975263,45,0.4413955052070377,22.135366961009325,96.15894039735099,0.2587098041425295
BRO-NWN,1.287759492057386,0.006678840255121751,0.001233524984845351,0.0468974346402946,0.4177729187029531,62,0.47329554754016484,21.699168824058443,97.08609271523179,0.278766951142277
BRO-HNI,0.9821223010254713,0.0030311620803105195,0.0005300182126936541,0.0357667846404547,0.721018683534769,45,0.42413125314026234,16.62918652317614,96.82119205298014,0.2122997666538233
BRO-CFFN,1.0952875050757775,0.008750712580567472,0.0017080397097727084,0.0398880182972347,0.6347020679668695,46,0.4480222305558234,18.86291135462324,96.15894039735099,0.4545914049584532
BRO-CALM,1.1364194283735727,0.004966222310051265,0.000896787392955807,0.0413859545938689,0.5976237352758479,47,0.4397201860826518,17.949187097271484,96.55629139072848,0.0852250685618212
BRO-PRA,1.1232330602698928,0.007036934074913594,0.0013599114312243083,0.0409057353913707,0.6099065633176451,46,0.4355212662116155,19.226141860792012,96.95364238410596,0.4085375362166941
BRO-LTC,1.1102311185994056,0.00256433508481233,0.0004486428197754155,0.0404322326034282,0.6216437658666737,64,0.43742778549716427,18.149532355712687,96.55629139072848,0.3119884988174037
BRO-GFF,1.1492624263334352,0.001979830146668958,0.00032376133584099124,0.0418536689932757,0.5852709275687827,48,0.46444413305611315,18.280191483852597,96.95364238410596,0.1734187772675985
BRO-GIII,1.10776785841496,0.009387479815606345,0.0018621191964877909,0.0403425259585038,0.6238273379422095,51,0.4356839813361642,18.124142584455242,95.49668874172185,0.081523764276628
BRO-BHLB,1.0511663972869174,0.0016472782421807356,0.00026737518519891304,0.0382812223220952,0.6708111347826544,44,0.42502015714283214,16.701430221010895,96.95364238410596,0.402971686700222
